category,wine,rating,wine_year
"Peor vino",Reserva,4.2,2015
"Peor vino",Reserva,4.2,2015
"Peor vino",Reserva,4.2,2015
"Peor vino",Reserva,4.2,2015
"Peor vino","Santa Rosa",4.2,2017
"Peor vino","Roc Nu",4.2,2011
"Peor vino","Coleccion Privada",4.2,2012
"Peor vino","Rioja Reserva",4.2,2004
"Peor vino","Rioja Reserva",4.2,2004
"Peor vino","Rioja Reserva",4.2,2004
"Peor vino","Rioja Reserva",4.2,2004
"Peor vino","Rioja Reserva",4.2,2004
"Peor vino","Rioja Reserva",4.2,2004
"Peor vino","Rioja Reserva",4.2,2004
"Peor vino","Rioja Reserva",4.2,2004
"Peor vino","Altos de Losada",4.2,2018
"Peor vino","Altos de Losada",4.2,2018
"Peor vino","Rias Baixas Albarino Finca Valinas",4.2,2015
"Peor vino","Vina Alberdi Crianza",4.2,2018
"Peor vino","Vina Alberdi Crianza",4.2,2018
"Peor vino","Corimbo I",4.2,2015
"Peor vino","Corimbo I",4.2,2015
"Peor vino","Corimbo I",4.2,2015
"Peor vino","Corimbo I",4.2,2015
"Peor vino","Gran Reserva",4.2,2011
"Peor vino","Gran Reserva",4.2,2011
"Peor vino","Gran Reserva",4.2,2011
"Peor vino","Gran Reserva Rioja",4.2,2012
"Peor vino","Clos del Portal Somni",4.2,2014
"Peor vino",Mirto,4.2,2011
"Peor vino",Mirto,4.2,2011
"Peor vino","El Viejo",4.2,2019
"Peor vino","El Viejo",4.2,2019
"Peor vino","El Viejo",4.2,2019
"Peor vino",Valdegines,4.2,2016
"Peor vino","Rioja Graciano",4.2,2011
"Peor vino",Reserva,4.2,2016
"Peor vino",Reserva,4.2,2016
"Peor vino",Reserva,4.2,2016
"Peor vino",Reserva,4.2,2016
"Peor vino",Reserva,4.2,2016
"Peor vino",Reserva,4.2,2016
"Peor vino","Les Brugueres",4.2,2018
"Peor vino","Finca Terrerazo",4.2,2017
"Peor vino","Gran Reserva",4.2,2011
"Peor vino","Gran Reserva",4.2,2011
"Peor vino","Gran Reserva",4.2,2011
"Peor vino",Preludio,4.2,2016
"Peor vino",Preludio,4.2,2016
"Peor vino",Preludio,4.2,2016
"Peor vino","El Puntido",4.2,2005
"Peor vino","El Puntido",4.2,2005
