wine_id,type,type_id
1150,Ribera Del Duero Red,1150
1151,Ribera Del Duero Red,1151
1152,Ribera Del Duero Red,1152
1153,Toro Red,1153
1154,Toro Red,1154
1155,Cabernet Sauvignon,1155
1156,Toro Red,1156
1157,Toro Red,1157
1158,Ribera Del Duero Red,1158
1159,Ribera Del Duero Red,1159
1160,Rioja Red,1160
1161,Grenache,1161
1162,Rioja Red,1162
1163,Rioja Red,1163
1164,Rioja Red,1164
1165,Rioja Red,1165
1166,Ribera Del Duero Red,1166
1167,Sherry,1167
1168,Rioja Red,1168
1169,Ribera Del Duero Red,1169
1170,Rioja Red,1170
1171,Rioja Red,1171
1172,Sherry,1172
1173,Rioja Red,1173
1174,Ribera Del Duero Red,1174
1175,Verdejo,1175
1176,Verdejo,1176
1177,Toro Red,1177
1178,Ribera Del Duero Red,1178
1179,Rioja Red,1179
1180,Rioja Red,1180
1181,Red,1181
1182,Rioja Red,1182
1183,Pedro Ximenez,1183
1184,Rioja Red,1184
1185,Ribera Del Duero Red,1185
1186,Rioja Red,1186
1187,Ribera Del Duero Red,1187
1188,Rioja Red,1188
1189,Rioja Red,1189
1190,Rioja Red,1190
1191,Rioja Red,1191
1192,Rioja Red,1192
1193,Verdejo,1193
1194,Toro Red,1194
1195,Rioja Red,1195
1196,Priorat Red,1196
1197,Rioja Red,1197
1198,Priorat Red,1198
1199,Rioja Red,1199
1200,Rioja Red,1200
1201,Rioja Red,1201
1202,Toro Red,1202
1203,Rioja Red,1203
1204,Rioja Red,1204
1205,Rioja Red,1205
1206,Red,1206
1207,Rioja Red,1207
1208,Rioja Red,1208
1209,Priorat Red,1209
1210,Ribera Del Duero Red,1210
1211,Toro Red,1211
1212,Red,1212
1213,Rioja Red,1213
1214,Rioja Red,1214
1215,Rioja Red,1215
1216,Ribera Del Duero Red,1216
1217,Chardonnay,1217
1218,Toro Red,1218
1219,Rioja Red,1219
1220,Rioja Red,1220
1221,Red,1221
1222,Ribera Del Duero Red,1222
1223,Priorat Red,1223
1224,Priorat Red,1224
1225,Chardonnay,1225
1226,Ribera Del Duero Red,1226
1227,Priorat Red,1227
1228,Sherry,1228
1229,Albarino,1229
1230,Ribera Del Duero Red,1230
1231,Cabernet Sauvignon,1231
1232,Ribera Del Duero Red,1232
1233,Rioja Red,1233
1234,Ribera Del Duero Red,1234
1235,Ribera Del Duero Red,1235
1236,Ribera Del Duero Red,1236
1237,Ribera Del Duero Red,1237
1238,Ribera Del Duero Red,1238
1239,Priorat Red,1239
1240,Priorat Red,1240
1241,Priorat Red,1241
1242,Priorat Red,1242
1243,Toro Red,1243
1244,Ribera Del Duero Red,1244
1245,Rioja Red,1245
1246,Priorat Red,1246
1247,Rioja White,1247
1248,Pedro Ximenez,1248
1249,Rioja Red,1249
1250,Tempranillo,1250
1251,Rioja Red,1251
1252,Rioja Red,1252
1253,Priorat Red,1253
1254,Priorat Red,1254
1255,Priorat Red,1255
1256,Ribera Del Duero Red,1256
1257,Rioja Red,1257
1258,Rioja Red,1258
1259,Rioja Red,1259
1260,Rioja Red,1260
1261,Verdejo,1261
1262,Rioja Red,1262
1263,Ribera Del Duero Red,1263
1264,Rioja Red,1264
1265,Ribera Del Duero Red,1265
1266,,1266
1267,Toro Red,1267
1268,Rioja White,1268
1269,,1269
1270,Ribera Del Duero Red,1270
1271,Rioja Red,1271
1272,Ribera Del Duero Red,1272
1273,Ribera Del Duero Red,1273
1274,Rioja Red,1274
1275,Ribera Del Duero Red,1275
1276,Rioja Red,1276
1277,Grenache,1277
1278,Red,1278
1279,Priorat Red,1279
1280,Priorat Red,1280
1281,,1281
1282,Priorat Red,1282
1283,Ribera Del Duero Red,1283
1284,Rioja Red,1284
1285,Grenache,1285
1286,Ribera Del Duero Red,1286
1287,Red,1287
1288,Rioja Red,1288
1289,Priorat Red,1289
1290,Red,1290
1291,Ribera Del Duero Red,1291
1292,Red,1292
1293,Toro Red,1293
1294,Syrah,1294
1295,Priorat Red,1295
1296,Rioja Red,1296
1297,,1297
1298,Red,1298
1299,Grenache,1299
1300,Toro Red,1300
1301,Rioja Red,1301
1302,,1302
1303,Ribera Del Duero Red,1303
1304,Albarino,1304
1305,Syrah,1305
1306,Rioja Red,1306
1307,Toro Red,1307
1308,Rioja Red,1308
1309,Rioja Red,1309
1310,Ribera Del Duero Red,1310
1311,Priorat Red,1311
1312,Ribera Del Duero Red,1312
1313,Ribera Del Duero Red,1313
1314,,1314
1315,Red,1315
1316,Albarino,1316
1317,Rioja Red,1317
1318,Priorat Red,1318
1319,Rioja Red,1319
1320,,1320
1321,Rioja Red,1321
1322,Toro Red,1322
1323,Priorat Red,1323
1324,Priorat Red,1324
1325,Ribera Del Duero Red,1325
1326,Rioja Red,1326
1327,Rioja Red,1327
1328,,1328
1329,Ribera Del Duero Red,1329
1330,Priorat Red,1330
1331,Toro Red,1331
1332,Chardonnay,1332
1333,Priorat Red,1333
1334,Ribera Del Duero Red,1334
1335,,1335
1336,Rioja Red,1336
1337,Rioja Red,1337
1338,Red,1338
1339,Rioja Red,1339
1340,Ribera Del Duero Red,1340
1341,Cabernet Sauvignon,1341
1342,Priorat Red,1342
1343,Rioja Red,1343
1344,,1344
1345,Rioja Red,1345
1346,Rioja White,1346
1347,Red,1347
1348,Rioja Red,1348
1349,Ribera Del Duero Red,1349
1350,Tempranillo,1350
1351,Priorat Red,1351
1352,Chardonnay,1352
1353,Rioja Red,1353
1354,Priorat Red,1354
1355,Priorat Red,1355
1356,Rioja Red,1356
1357,Ribera Del Duero Red,1357
1358,Red,1358
1359,Mencia,1359
1360,Ribera Del Duero Red,1360
1361,Red,1361
1362,Ribera Del Duero Red,1362
1363,Priorat Red,1363
1364,Montsant Red,1364
1365,Priorat Red,1365
1366,Rioja Red,1366
1367,Priorat Red,1367
1368,Priorat Red,1368
1369,Monastrell,1369
1370,Red,1370
1371,Red,1371
1372,Priorat Red,1372
1373,Red,1373
1374,Rioja White,1374
1375,Red,1375
1376,Rioja Red,1376
1377,Tempranillo,1377
1378,Verdejo,1378
1379,Priorat Red,1379
1380,Priorat Red,1380
1381,Cabernet Sauvignon,1381
1382,Red,1382
1383,,1383
1384,Priorat Red,1384
1385,Tempranillo,1385
1386,Ribera Del Duero Red,1386
1387,Ribera Del Duero Red,1387
1388,,1388
1389,Ribera Del Duero Red,1389
1390,Red,1390
1391,Red,1391
1392,Priorat Red,1392
1393,Cabernet Sauvignon,1393
1394,Grenache,1394
1395,Syrah,1395
1396,Toro Red,1396
1397,Tempranillo,1397
1398,Rioja Red,1398
1399,Pedro Ximenez,1399
1400,Albarino,1400
1401,Montsant Red,1401
1402,Rioja Red,1402
1403,Priorat Red,1403
1404,Ribera Del Duero Red,1404
1405,Ribera Del Duero Red,1405
1406,Rioja Red,1406
1407,Red,1407
1408,Red,1408
1409,,1409
1410,Ribera Del Duero Red,1410
1411,Ribera Del Duero Red,1411
1412,Monastrell,1412
1413,,1413
1414,Ribera Del Duero Red,1414
1415,Toro Red,1415
1416,Albarino,1416
1417,Cava,1417
1418,Rioja Red,1418
1419,Ribera Del Duero Red,1419
1420,Priorat Red,1420
1421,Montsant Red,1421
1422,Rioja Red,1422
1423,Cava,1423
1424,Albarino,1424
1425,Red,1425
1426,,1426
1427,Grenache,1427
1428,Rioja White,1428
1429,Ribera Del Duero Red,1429
1430,Rioja Red,1430
1431,Ribera Del Duero Red,1431
1432,Ribera Del Duero Red,1432
1433,Red,1433
1434,Ribera Del Duero Red,1434
1435,Tempranillo,1435
1436,Rioja Red,1436
1437,Red,1437
1438,Rioja Red,1438
1439,Ribera Del Duero Red,1439
1440,Rioja Red,1440
1441,Rioja Red,1441
1442,Ribera Del Duero Red,1442
1443,Priorat Red,1443
1444,Ribera Del Duero Red,1444
1445,Red,1445
1446,,1446
1447,Monastrell,1447
1448,Priorat Red,1448
1449,Sherry,1449
1450,Rioja Red,1450
1451,Mencia,1451
1452,Syrah,1452
1453,Montsant Red,1453
1454,Mencia,1454
1455,Rioja White,1455
1456,Chardonnay,1456
1457,Ribera Del Duero Red,1457
1458,,1458
1459,Ribera Del Duero Red,1459
1460,Ribera Del Duero Red,1460
1461,Ribera Del Duero Red,1461
1462,Montsant Red,1462
1463,Ribera Del Duero Red,1463
1464,Priorat Red,1464
1465,Red,1465
1466,Rioja White,1466
1467,Rioja White,1467
1468,Priorat Red,1468
1469,Priorat Red,1469
1470,Red,1470
1471,Sherry,1471
1472,Sherry,1472
1473,Rioja Red,1473
1474,Priorat Red,1474
1475,Ribera Del Duero Red,1475
1476,Rioja Red,1476
1477,Albarino,1477
1478,Sherry,1478
1479,,1479
1480,Ribera Del Duero Red,1480
1481,Rioja Red,1481
1482,Red,1482
1483,Priorat Red,1483
1484,Rioja Red,1484
1485,Rioja Red,1485
1486,Priorat Red,1486
1487,Albarino,1487
1488,Sherry,1488
1489,Red,1489
1490,,1490
1491,Toro Red,1491
1492,Ribera Del Duero Red,1492
1493,Chardonnay,1493
1494,Red,1494
1495,Rioja Red,1495
1496,Ribera Del Duero Red,1496
1497,Rioja Red,1497
1498,Pedro Ximenez,1498
1499,Priorat Red,1499
1500,Priorat Red,1500
1501,Rioja Red,1501
1502,Mencia,1502
1503,Syrah,1503
1504,Mencia,1504
1505,Priorat Red,1505
1506,Priorat Red,1506
1507,Red,1507
1508,Mencia,1508
1509,Chardonnay,1509
1510,Rioja Red,1510
1511,Rioja Red,1511
1512,,1512
1513,Red,1513
1514,,1514
1515,Priorat Red,1515
1516,,1516
1517,Rioja Red,1517
1518,Priorat Red,1518
1519,Rioja Red,1519
1520,Sherry,1520
1521,Ribera Del Duero Red,1521
1522,Ribera Del Duero Red,1522
1523,Grenache,1523
1524,Rioja White,1524
1525,Rioja Red,1525
1526,Rioja Red,1526
1527,Rioja Red,1527
1528,Albarino,1528
1529,Priorat Red,1529
1530,Grenache,1530
1531,,1531
1532,Priorat Red,1532
1533,Priorat Red,1533
1534,Mencia,1534
1535,,1535
1536,Sauvignon Blanc,1536
1537,Ribera Del Duero Red,1537
1538,Red,1538
1539,Red,1539
1540,Cava,1540
1541,Rioja Red,1541
1542,Ribera Del Duero Red,1542
1543,Priorat Red,1543
1544,,1544
1545,Verdejo,1545
1546,Red,1546
1547,Ribera Del Duero Red,1547
1548,Cava,1548
1549,Syrah,1549
1550,Rioja Red,1550
1551,,1551
1552,Rioja Red,1552
1553,Priorat Red,1553
1554,Sherry,1554
1555,Sparkling,1555
1556,Ribera Del Duero Red,1556
1557,Ribera Del Duero Red,1557
1558,Rioja Red,1558
1559,Rioja Red,1559
1560,Rioja Red,1560
1561,Rioja Red,1561
1562,Priorat Red,1562
1563,Rioja Red,1563
1564,Priorat Red,1564
1565,,1565
1566,Monastrell,1566
1567,Albarino,1567
1568,Rioja Red,1568
1569,,1569
1570,Montsant Red,1570
1571,Ribera Del Duero Red,1571
1572,Rioja White,1572
1573,Priorat Red,1573
1574,Rioja Red,1574
1575,Sherry,1575
1576,Red,1576
1577,Ribera Del Duero Red,1577
1578,Verdejo,1578
1579,Red,1579
1580,Rioja Red,1580
1581,Priorat Red,1581
1582,Red,1582
1583,Priorat Red,1583
1584,Priorat Red,1584
1585,Ribera Del Duero Red,1585
1586,Sherry,1586
1587,Rioja Red,1587
1588,Sherry,1588
1589,Red,1589
1590,Rioja Red,1590
1591,Sherry,1591
1592,Rioja Red,1592
1593,Priorat Red,1593
1594,Priorat Red,1594
1595,Rioja Red,1595
1596,Ribera Del Duero Red,1596
1597,Red,1597
1598,Rioja Red,1598
1599,,1599
1600,Rioja Red,1600
1601,Red,1601
1602,Verdejo,1602
1603,Red,1603
1604,Rioja Red,1604
1605,,1605
1606,Priorat Red,1606
1607,Pedro Ximenez,1607
1608,Red,1608
1609,Priorat Red,1609
1610,Verdejo,1610
1611,Priorat Red,1611
1612,Tempranillo,1612
1613,Ribera Del Duero Red,1613
1614,Ribera Del Duero Red,1614
1615,,1615
1616,Rioja Red,1616
1617,Rioja Red,1617
1618,Ribera Del Duero Red,1618
1619,Red,1619
1620,Red,1620
1621,,1621
1622,Red,1622
1623,,1623
1624,Priorat Red,1624
1625,Priorat Red,1625
1626,,1626
1627,Ribera Del Duero Red,1627
1628,Red,1628
1629,Albarino,1629
1630,Priorat Red,1630
1631,Rioja Red,1631
1632,Priorat Red,1632
1633,Priorat Red,1633
1634,Red,1634
1635,Rioja Red,1635
1636,Chardonnay,1636
1637,Ribera Del Duero Red,1637
1638,Ribera Del Duero Red,1638
1639,Chardonnay,1639
1640,Verdejo,1640
1641,Rioja Red,1641
1642,Pedro Ximenez,1642
1643,,1643
1644,Mencia,1644
1645,Red,1645
1646,Priorat Red,1646
1647,,1647
1648,Syrah,1648
1649,Red,1649
1650,Priorat Red,1650
1651,Ribera Del Duero Red,1651
1652,Ribera Del Duero Red,1652
1653,Rioja Red,1653
1654,Monastrell,1654
1655,Priorat Red,1655
1656,Ribera Del Duero Red,1656
1657,Red,1657
1658,Albarino,1658
1659,Pedro Ximenez,1659
1660,Rioja White,1660
1661,Red,1661
1662,Rioja Red,1662
1663,Rioja Red,1663
1664,Ribera Del Duero Red,1664
1665,Red,1665
1666,,1666
1667,Red,1667
1668,Montsant Red,1668
1669,Rioja Red,1669
1670,Red,1670
1671,Priorat Red,1671
1672,Rioja Red,1672
1673,Ribera Del Duero Red,1673
1674,Cava,1674
1675,Rioja Red,1675
1676,Rioja Red,1676
1677,Albarino,1677
1678,Tempranillo,1678
1679,Red,1679
1680,Red,1680
1681,Verdejo,1681
1682,Sparkling,1682
1683,Rioja Red,1683
1684,Albarino,1684
1685,Mencia,1685
1686,Ribera Del Duero Red,1686
1687,Ribera Del Duero Red,1687
1688,,1688
1689,Priorat Red,1689
1690,Rioja Red,1690
1691,Red,1691
1692,Albarino,1692
1693,Rioja Red,1693
1694,Ribera Del Duero Red,1694
1695,Albarino,1695
1696,,1696
1697,Tempranillo,1697
1698,,1698
1699,Rioja Red,1699
1700,Red,1700
1701,,1701
1702,Rioja Red,1702
1703,Sherry,1703
1704,Grenache,1704
1705,Sherry,1705
1706,,1706
1707,Montsant Red,1707
1708,,1708
1709,Rioja White,1709
1710,Priorat Red,1710
1711,Sauvignon Blanc,1711
1712,Toro Red,1712
1713,Grenache,1713
1714,Ribera Del Duero Red,1714
1715,,1715
1716,Red,1716
1717,Red,1717
1718,,1718
1719,Ribera Del Duero Red,1719
1720,Priorat Red,1720
1721,Red,1721
1722,Red,1722
1723,Ribera Del Duero Red,1723
1724,Ribera Del Duero Red,1724
1725,Ribera Del Duero Red,1725
1726,,1726
1727,Rioja Red,1727
1728,Ribera Del Duero Red,1728
1729,Tempranillo,1729
1730,Rioja Red,1730
1731,Tempranillo,1731
1732,Rioja Red,1732
1733,,1733
1734,Rioja Red,1734
1735,,1735
1736,Ribera Del Duero Red,1736
1737,Ribera Del Duero Red,1737
1738,Rioja Red,1738
1739,Albarino,1739
1740,Priorat Red,1740
1741,Rioja Red,1741
1742,,1742
1743,Rioja Red,1743
1744,Sparkling,1744
1745,Grenache,1745
1746,Red,1746
1747,Red,1747
1748,Ribera Del Duero Red,1748
1749,,1749
1750,Red,1750
1751,Red,1751
1752,,1752
1753,,1753
1754,Montsant Red,1754
1755,Rioja White,1755
1756,Grenache,1756
1757,Grenache,1757
1758,,1758
1759,Red,1759
1760,Rioja White,1760
1761,Verdejo,1761
1762,,1762
1763,,1763
1764,Rioja Red,1764
1765,Verdejo,1765
1766,Montsant Red,1766
1767,,1767
1768,Red,1768
1769,Rioja Red,1769
1770,Ribera Del Duero Red,1770
1771,,1771
1772,,1772
1773,Cava,1773
1774,Rioja Red,1774
1775,Rioja Red,1775
1776,Verdejo,1776
1777,Rioja Red,1777
1778,Rioja Red,1778
1779,Rioja Red,1779
1780,Rioja Red,1780
1781,Sherry,1781
1782,Sherry,1782
1783,Rioja Red,1783
1784,Rioja Red,1784
1785,Red,1785
1786,Ribera Del Duero Red,1786
1787,Rioja Red,1787
1788,Ribera Del Duero Red,1788
1789,Red,1789
1790,Rioja Red,1790
1791,,1791
1792,Ribera Del Duero Red,1792
1793,Sherry,1793
1794,Sherry,1794
1795,Red,1795
1796,Rioja Red,1796
1797,Red,1797
1798,Priorat Red,1798
1799,Rioja Red,1799
1800,,1800
1801,Cava,1801
1802,Ribera Del Duero Red,1802
1803,Red,1803
1804,Grenache,1804
1805,Ribera Del Duero Red,1805
1806,Grenache,1806
1807,,1807
1808,Rioja Red,1808
1809,Rioja Red,1809
1810,Rioja Red,1810
1811,Ribera Del Duero Red,1811
1812,Rioja Red,1812
1813,Red,1813
1814,Verdejo,1814
1815,Red,1815
1816,Rioja Red,1816
1817,Grenache,1817
1818,Rioja Red,1818
1819,Red,1819
1820,,1820
1821,Ribera Del Duero Red,1821
1822,Red,1822
1823,Rioja Red,1823
1824,Rioja Red,1824
1825,Rioja Red,1825
1826,Ribera Del Duero Red,1826
1827,Ribera Del Duero Red,1827
1828,Ribera Del Duero Red,1828
1829,Rioja Red,1829
1830,Rioja Red,1830
1831,Ribera Del Duero Red,1831
1832,Rioja Red,1832
1833,Red,1833
1834,Albarino,1834
1835,Ribera Del Duero Red,1835
1836,Ribera Del Duero Red,1836
1837,Rioja Red,1837
1838,Rioja Red,1838
1839,Ribera Del Duero Red,1839
1840,Albarino,1840
1841,Ribera Del Duero Red,1841
1842,Rioja Red,1842
1843,Ribera Del Duero Red,1843
1844,Priorat Red,1844
1845,Ribera Del Duero Red,1845
1846,Rioja Red,1846
1847,Rioja Red,1847
1848,Red,1848
1849,Rioja Red,1849
1850,Cabernet Sauvignon,1850
1851,,1851
1852,Rioja Red,1852
1853,Rioja Red,1853
1854,Rioja Red,1854
1855,Rioja Red,1855
1856,Red,1856
1857,Red,1857
1858,Red,1858
1859,Rioja Red,1859
1860,Ribera Del Duero Red,1860
1861,Red,1861
1862,Ribera Del Duero Red,1862
1863,Rioja Red,1863
1864,Ribera Del Duero Red,1864
1865,Rioja Red,1865
1866,Ribera Del Duero Red,1866
1867,Rioja Red,1867
1868,Toro Red,1868
1869,Rioja Red,1869
1870,Grenache,1870
1871,Rioja Red,1871
1872,Ribera Del Duero Red,1872
1873,Ribera Del Duero Red,1873
1874,Grenache,1874
1875,Rioja Red,1875
1876,Syrah,1876
1877,Rioja Red,1877
1878,Ribera Del Duero Red,1878
1879,Rioja White,1879
1880,Ribera Del Duero Red,1880
1881,Ribera Del Duero Red,1881
1882,,1882
1883,Ribera Del Duero Red,1883
1884,Pedro Ximenez,1884
1885,Syrah,1885
1886,Ribera Del Duero Red,1886
1887,Ribera Del Duero Red,1887
1888,Ribera Del Duero Red,1888
1889,Ribera Del Duero Red,1889
1890,Ribera Del Duero Red,1890
1891,,1891
1892,Red,1892
1893,Rioja White,1893
1894,Ribera Del Duero Red,1894
1895,Ribera Del Duero Red,1895
1896,Sherry,1896
1897,Priorat Red,1897
1898,Priorat Red,1898
1899,Toro Red,1899
1900,Priorat Red,1900
1901,Priorat Red,1901
1902,Cabernet Sauvignon,1902
1903,Ribera Del Duero Red,1903
1904,Red,1904
1905,Ribera Del Duero Red,1905
1906,Red,1906
1907,Priorat Red,1907
1908,Rioja Red,1908
1909,Rioja Red,1909
1910,Ribera Del Duero Red,1910
1911,Priorat Red,1911
1912,Ribera Del Duero Red,1912
1913,Ribera Del Duero Red,1913
1914,,1914
1915,Rioja Red,1915
1916,Rioja Red,1916
1917,Rioja Red,1917
1918,Rioja Red,1918
1919,Ribera Del Duero Red,1919
1920,Rioja Red,1920
1921,Red,1921
1922,Red,1922
1923,Rioja Red,1923
1924,Verdejo,1924
1925,Red,1925
1926,Monastrell,1926
1927,Red,1927
1928,Ribera Del Duero Red,1928
1929,Rioja Red,1929
1930,Rioja Red,1930
1931,Red,1931
1932,Red,1932
1933,Rioja Red,1933
1934,,1934
1935,Rioja Red,1935
1936,Monastrell,1936
1937,Mencia,1937
1938,Priorat Red,1938
1939,Rioja Red,1939
1940,Toro Red,1940
1941,Cava,1941
1942,Sherry,1942
1943,Priorat Red,1943
1944,Priorat Red,1944
1945,Rioja Red,1945
1946,Rioja Red,1946
1947,Rioja White,1947
1948,Ribera Del Duero Red,1948
1949,Red,1949
1950,Rioja Red,1950
1951,Red,1951
1952,Priorat Red,1952
1953,Cava,1953
1954,Rioja Red,1954
1955,Ribera Del Duero Red,1955
1956,Ribera Del Duero Red,1956
1957,Ribera Del Duero Red,1957
1958,Rioja Red,1958
1959,Priorat Red,1959
1960,Red,1960
1961,Syrah,1961
1962,Ribera Del Duero Red,1962
1963,Priorat Red,1963
1964,Ribera Del Duero Red,1964
1965,Red,1965
1966,Rioja White,1966
1967,Ribera Del Duero Red,1967
1968,Rioja Red,1968
1969,Ribera Del Duero Red,1969
1970,Rioja Red,1970
1971,Sherry,1971
1972,Toro Red,1972
1973,Rioja Red,1973
1974,Red,1974
1975,Priorat Red,1975
1976,Rioja Red,1976
1977,Rioja Red,1977
1978,Ribera Del Duero Red,1978
1979,Sherry,1979
1980,Tempranillo,1980
1981,Ribera Del Duero Red,1981
1982,,1982
1983,Ribera Del Duero Red,1983
1984,Rioja Red,1984
1985,Chardonnay,1985
1986,Albarino,1986
1987,Albarino,1987
1988,Rioja Red,1988
1989,Ribera Del Duero Red,1989
1990,Red,1990
1991,Albarino,1991
1992,Albarino,1992
1993,Ribera Del Duero Red,1993
1994,Ribera Del Duero Red,1994
1995,,1995
1996,Priorat Red,1996
1997,Red,1997
1998,Monastrell,1998
1999,Rioja White,1999
2000,Rioja Red,2000
2001,Red,2001
2002,Red,2002
2003,Rioja Red,2003
2004,Rioja Red,2004
2005,Mencia,2005
2006,Albarino,2006
2007,Rioja Red,2007
2008,Ribera Del Duero Red,2008
2009,Ribera Del Duero Red,2009
2010,Rioja Red,2010
2011,,2011
2012,Sherry,2012
2013,Priorat Red,2013
2014,,2014
2015,Rioja Red,2015
2016,Toro Red,2016
2017,Tempranillo,2017
2018,Rioja Red,2018
2019,Rioja Red,2019
2020,Priorat Red,2020
2021,Red,2021
2022,Ribera Del Duero Red,2022
2023,Ribera Del Duero Red,2023
2024,Rioja Red,2024
2025,Rioja Red,2025
2026,Red,2026
2027,Red,2027
2028,Rioja Red,2028
2029,Rioja Red,2029
2030,Mencia,2030
2031,Albarino,2031
2032,Rioja Red,2032
2033,Ribera Del Duero Red,2033
2034,Ribera Del Duero Red,2034
2035,Rioja Red,2035
2036,Sherry,2036
2037,Priorat Red,2037
2038,Rioja Red,2038
2039,Toro Red,2039
2040,Tempranillo,2040
2041,Rioja Red,2041
2042,Rioja Red,2042
2043,Priorat Red,2043
2044,Red,2044
2045,Ribera Del Duero Red,2045
2046,Ribera Del Duero Red,2046
2047,Rioja Red,2047
2048,Rioja White,2048
